"","fi","an","fi_ej","rs","grp","stjr","cat","dep","reg","espic","COMINSEE","DISCI","DISCIPLINE","LIT","SEJHC","JOU","PLA","SEJHP","PAS","SEJACC","IVG","SEHEM","SERAD","SECHI"
"5480","780000428",2024,"780002697","CHI MEULAN (SITE DE BECHEVILLE)","04",1,355,"78","11",1,"78440",24000,"Soins de suite et réadaptation",109,391,18626,31,6338,NA,NA,NA,NA,NA,NA
"5481","780001558",2024,"780822920","UNITE D AUTODIALYSE ADDY","07",3,146,"78","11",7,"78686",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2027,NA,NA
"5482","780001657",2024,"780530010","HOPITAL PEDIATRIE REEDUCATION BULLION","04",1,355,"78","11",1,"78120",24000,"Soins de suite et réadaptation",92,623,19062,8,4438,NA,NA,NA,NA,NA,NA
"5483","780001707",2024,"780822920","UNITE D AUTODIALYSE LES TEMPLIERS","07",3,146,"78","11",7,"78208",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1868,NA,NA
"5484","780004529",2024,"310021233","HAD KORIAN YVELINES SUD INICEA","09",2,127,"78","11",0,"78208",23000,"Hospitalisation à domicile",NA,NA,44333,120,1337,NA,NA,NA,NA,NA,NA
"5485","780008298",2024,"920030269","CLINIQUE SAINT REMY","09",2,129,"78","11",0,"78575",24000,"Soins de suite et réadaptation",65,559,21384,NA,0,NA,NA,NA,NA,NA,NA
"5486","780018727",2024,"780018719","CLINIQUE SAINT GERMAIN","09",2,365,"78","11",0,"78551",21100,"Médecine",16,1038,5397,0,16,NA,NA,NA,16064,NA,NA
"5487","780018727",2024,"780018719","CLINIQUE SAINT GERMAIN","09",2,365,"78","11",0,"78551",21200,"Chirurgie",17,898,1926,30,5865,NA,NA,NA,NA,NA,NA
"5488","780018727",2024,"780018719","CLINIQUE SAINT GERMAIN","09",2,365,"78","11",0,"78551",21300,"Gynéco-Obstétrique",17,438,1887,0,0,NA,400,0,NA,NA,NA
"5489","780018727",2024,"780018719","CLINIQUE SAINT GERMAIN","09",2,365,"78","11",0,"78551",24000,"Soins de suite et réadaptation",30,308,9397,0,0,NA,NA,NA,NA,NA,NA
"5490","780020111",2024,"780020111","ASSOCIATION ARISSE","05",3,161,"78","11",6,"78322",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,48,7405,NA,NA,NA,NA,NA,NA
"5491","780022737",2024,"780000675","POLYCLINIQUE DE MAISONS LAFFITTE","09",2,365,"78","11",0,"78358",21100,"Médecine",60,2195,18088,0,1,14817,NA,NA,NA,NA,NA
"5492","780022760",2024,"310021258","CLINIQUE SSR - LE GRAND PARC INICEA","09",2,109,"78","11",0,"78297",24000,"Soins de suite et réadaptation",110,1003,37174,30,12020,NA,NA,NA,NA,NA,NA
"5493","780023164",2024,"780023156","CENTRE DE REEDUCATION L'OISEAU BLANC","09",2,109,"78","11",0,"78361",24000,"Soins de suite et réadaptation",125,1117,52158,30,16857,NA,NA,NA,NA,NA,NA
"5494","780023545",2024,"750720609","HAD LEOPOLD BELLAN","09",3,127,"78","11",6,"78354",23000,"Hospitalisation à domicile",NA,NA,13775,35,247,NA,NA,NA,NA,NA,NA
"5495","780023909",2024,"780025441","HDJ CTRE AUBERGENVILLOIS PSY AMBUL","15",2,161,"78","11",0,"78029",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,40,3894,NA,NA,NA,NA,NA,NA
"5496","780028676",2024,"780028643","CENTRE D'ONCOLOGIE 78","18",2,698,"78","11",0,"78646",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,31550,NA
"5497","780140018",2024,"750005068","INSTITUT MGEN DE LA VERRIERE","09",3,161,"78","11",6,"78644",21100,"Médecine",45,838,11221,NA,0,NA,NA,NA,NA,NA,NA
"5498","780140018",2024,"750005068","INSTITUT MGEN DE LA VERRIERE","09",3,161,"78","11",6,"78644",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",110,754,24635,49,4087,NA,NA,NA,NA,NA,NA
"5499","780140018",2024,"750005068","INSTITUT MGEN DE LA VERRIERE","09",3,161,"78","11",6,"78644",24000,"Soins de suite et réadaptation",69,419,15356,NA,0,NA,NA,NA,NA,NA,NA
"5500","780140042",2024,"780017455","CLINIQUE D YVELINES","15",2,161,"78","11",0,"78655",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",138,1560,49955,12,2253,NA,NA,NA,NA,NA,NA
"5501","780140075",2024,"750721391","CENTRE SPECIALISE GILBERT RABY","09",3,109,"78","11",6,"78401",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",50,386,13298,5,1197,NA,NA,NA,NA,NA,NA
"5502","780140075",2024,"750721391","CENTRE SPECIALISE GILBERT RABY","09",3,109,"78","11",6,"78401",24000,"Soins de suite et réadaptation",60,236,12284,10,1024,NA,NA,NA,NA,NA,NA
"5503","780150017",2024,"750005068","CTR DE SOINS ET READAPTATION CESSRIN","09",3,109,"78","11",6,"78358",21100,"Médecine",2,12,61,NA,0,NA,NA,NA,16746,NA,NA
"5504","780150017",2024,"750005068","CTR DE SOINS ET READAPTATION CESSRIN","09",3,109,"78","11",6,"78358",24000,"Soins de suite et réadaptation",96,938,26851,25,8983,NA,NA,NA,NA,NA,NA
"5505","780150066",2024,"780808614","HOPITAL LA PORTE VERTE","09",3,365,"78","11",6,"78646",21100,"Médecine",135,5049,45198,5,657,NA,NA,NA,NA,NA,1557
"5506","780150066",2024,"780808614","HOPITAL LA PORTE VERTE","09",3,365,"78","11",6,"78646",24000,"Soins de suite et réadaptation",141,1552,46281,35,7638,NA,NA,NA,NA,NA,NA
"5507","780170049",2024,"780009528","HDJ POUR ENFANTS ASOIMEEP","15",3,161,"78","11",6,"78498",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,29,3902,NA,NA,NA,NA,NA,NA
"5508","780170056",2024,"780825097","HDJ L ENVOL","15",3,161,"78","11",6,"78361",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,22,2523,NA,NA,NA,NA,NA,NA
"5509","780300075",2024,"780000485","CENTRE CARDIOLOGIQUE D EVECQUEMONT","09",2,129,"78","11",0,"78227",21100,"Médecine",94,4147,17862,9,541,NA,NA,NA,NA,NA,NA
"5510","780300075",2024,"780000485","CENTRE CARDIOLOGIQUE D EVECQUEMONT","09",2,129,"78","11",0,"78227",24000,"Soins de suite et réadaptation",45,736,14922,13,5809,NA,NA,NA,NA,NA,NA
"5511","780300083",2024,"920030269","CLINIQUE MEDICALE DE GOUSSONVILLE","09",2,109,"78","11",0,"78281",24000,"Soins de suite et réadaptation",149,1183,51626,46,9335,NA,NA,NA,NA,NA,NA
"5512","780300109",2024,"780000519","CLINIQUE VAL DE SEINE A LOUVECIENNE","09",2,109,"78","11",0,"78350",24000,"Soins de suite et réadaptation",65,642,21737,10,4684,NA,NA,NA,NA,NA,NA
"5513","780300125",2024,"780000535","CLINIQUE DE LA REGION MANTAISE","09",2,128,"78","11",0,"78361",21100,"Médecine",6,251,1714,13,6766,NA,NA,NA,20905,NA,43
"5514","780300125",2024,"780000535","CLINIQUE DE LA REGION MANTAISE","09",2,128,"78","11",0,"78361",21200,"Chirurgie",32,1898,7042,14,4087,NA,NA,NA,NA,NA,NA
"5515","780300208",2024,"780000576","CLINIQUE SAINT LOUIS","09",2,365,"78","11",0,"78498",21100,"Médecine",20,1113,1184,5,335,NA,NA,NA,NA,NA,NA
"5516","780300208",2024,"780000576","CLINIQUE SAINT LOUIS","09",2,365,"78","11",0,"78498",21200,"Chirurgie",32,1341,3972,41,9254,NA,NA,NA,NA,NA,NA
"5517","780300208",2024,"780000576","CLINIQUE SAINT LOUIS","09",2,365,"78","11",0,"78498",24000,"Soins de suite et réadaptation",40,343,13036,10,600,NA,NA,NA,NA,NA,NA
"5518","780300323",2024,"780003679","HOPITAL PRIVE FRANCISCAINES","09",2,365,"78","11",0,"78646",21100,"Médecine",25,1139,2917,NA,37,23788,NA,NA,NA,NA,726
"5519","780300323",2024,"780003679","HOPITAL PRIVE FRANCISCAINES","09",2,365,"78","11",0,"78646",21200,"Chirurgie",86,4876,15227,33,15110,NA,NA,NA,NA,NA,NA
"5520","780300323",2024,"780003679","HOPITAL PRIVE FRANCISCAINES","09",2,365,"78","11",0,"78646",21300,"Gynéco-Obstétrique",17,840,3249,NA,0,NA,757,0,NA,NA,NA
"5521","780300406",2024,"780018032","HOPITAL PRIVE DE PARLY II","09",2,365,"78","11",0,"78158",21100,"Médecine",61,4027,14553,0,54,11359,NA,NA,NA,NA,NA
"5522","780300406",2024,"780018032","HOPITAL PRIVE DE PARLY II","09",2,365,"78","11",0,"78158",21200,"Chirurgie",79,3375,13226,41,14414,NA,NA,NA,NA,NA,NA
"5523","780300406",2024,"780018032","HOPITAL PRIVE DE PARLY II","09",2,365,"78","11",0,"78158",21300,"Gynéco-Obstétrique",24,953,3943,0,2,NA,827,10,NA,NA,NA
"5524","780300414",2024,"780000675","CH PRIVE DE L EUROPE","09",2,365,"78","11",0,"78502",21100,"Médecine",71,2073,21338,4,424,19049,NA,NA,15754,NA,4899
"5525","780300414",2024,"780000675","CH PRIVE DE L EUROPE","09",2,365,"78","11",0,"78502",21200,"Chirurgie",32,2801,9273,49,15681,NA,NA,NA,NA,NA,NA
"5526","780300422",2024,"780002259","HOPITAL PRIVE DE L OUEST PARISIEN","09",2,365,"78","11",0,"78621",21100,"Médecine",38,3214,18451,1,302,56099,NA,NA,17799,NA,3956
"5527","780300422",2024,"780002259","HOPITAL PRIVE DE L OUEST PARISIEN","09",2,365,"78","11",0,"78621",21200,"Chirurgie",57,3781,14213,60,21924,NA,NA,NA,NA,NA,NA
"5528","780300422",2024,"780002259","HOPITAL PRIVE DE L OUEST PARISIEN","09",2,365,"78","11",0,"78621",21300,"Gynéco-Obstétrique",20,793,3279,4,57,NA,682,75,NA,NA,NA
"5529","780300455",2024,"780000717","CH PRIVE DU MONTGARDE","09",2,365,"78","11",0,"78029",21100,"Médecine",23,959,7707,4,2142,25339,NA,NA,NA,NA,NA
"5530","780300455",2024,"780000717","CH PRIVE DU MONTGARDE","09",2,365,"78","11",0,"78029",21200,"Chirurgie",29,922,2429,29,10235,NA,NA,NA,NA,NA,NA
"5531","780310025",2024,"920030269","CLINIQUE VILLA DES PAGES","15",2,161,"78","11",0,"78650",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",59,430,11581,10,1895,NA,NA,NA,NA,NA,NA
"5532","780420022",2024,"930027347","SSR LE CERRSY","09",3,109,"78","11",6,"78517",24000,"Soins de suite et réadaptation",80,589,23372,55,10931,NA,NA,NA,NA,NA,NA
"5533","780420048",2024,"780021069","MAISON REPOS ET CONVALESCENCE L OASIS","09",2,109,"78","11",0,"78575",24000,"Soins de suite et réadaptation",53,515,17528,10,2047,NA,NA,NA,NA,NA,NA
"5534","780630026",2024,"750803900","CENTRE PEDIATRIQUE DES COTES","09",3,109,"78","11",6,"78343",21100,"Médecine",1,19,164,8,1623,NA,NA,NA,NA,NA,NA
"5535","780630026",2024,"750803900","CENTRE PEDIATRIQUE DES COTES","09",3,109,"78","11",6,"78343",24000,"Soins de suite et réadaptation",57,346,13278,NA,0,NA,NA,NA,NA,NA,NA
"5536","780700027",2024,"780822193","INSTITUT DE READAPTATION D'ACHERES","09",2,109,"78","11",0,"78005",24000,"Soins de suite et réadaptation",133,972,42674,50,18652,NA,NA,NA,NA,NA,NA
"5537","780800256",2024,"780110078","CH DE VERSAILLES SITE ANDRE MIGNOT","04",1,355,"78","11",1,"78158",21100,"Médecine",363,22094,104404,22,5987,86611,NA,NA,NA,NA,8356
"5538","780800256",2024,"780110078","CH DE VERSAILLES SITE ANDRE MIGNOT","04",1,355,"78","11",1,"78158",21200,"Chirurgie",76,3930,17779,16,3687,NA,NA,NA,NA,NA,NA
"5539","780800256",2024,"780110078","CH DE VERSAILLES SITE ANDRE MIGNOT","04",1,355,"78","11",1,"78158",21300,"Gynéco-Obstétrique",49,3974,15255,3,1116,NA,3109,474,NA,NA,NA
"5540","780800256",2024,"780110078","CH DE VERSAILLES SITE ANDRE MIGNOT","04",1,355,"78","11",1,"78158",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",49,1646,15388,16,1980,NA,NA,NA,NA,NA,NA
"5541","780808234",2024,"780822920","SERVICE DE DIALYSE A DOMICILE","07",3,146,"78","11",7,"78502",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1557,NA,NA
"5542","780822631",2024,"780822920","CENTRE AUTODIALYSE LES ARCADES","07",3,146,"78","11",7,"78423",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1733,NA,NA
"5543","780822748",2024,"780002697","USLD CHATELAIN GUILLET","04",1,362,"78","11",1,"78401",25000,"Soins de longue durée",32,18,11287,NA,NA,NA,NA,NA,NA,NA,NA
"5544","780823134",2024,"780822920","UNITE D AUTODIALYSE BEAUREGARD","07",3,146,"78","11",7,"78126",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1897,NA,NA
"5545","780825816",2024,"780003638","FONDATION MALLET SITE RICHEBOURG","09",3,109,"78","11",6,"78520",24000,"Soins de suite et réadaptation",50,298,17131,20,7521,NA,NA,NA,NA,NA,NA
"5546","780826152",2024,"780822920","UNITE D AUTODIALYSE IMPRESSIONNISTES","07",3,146,"78","11",7,"78146",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA
"5547","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",21100,"Médecine",339,21566,105527,51,3786,60135,NA,NA,12370,17949,13871
"5548","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",21200,"Chirurgie",94,4293,24422,25,4260,NA,NA,NA,NA,NA,NA
"5549","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",21300,"Gynéco-Obstétrique",47,2481,9230,3,398,NA,1638,594,NA,NA,NA
"5550","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",114,1167,38251,80,6778,NA,NA,NA,NA,NA,NA
"5551","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",24000,"Soins de suite et réadaptation",95,681,29883,10,2276,NA,NA,NA,NA,NA,NA
"5552","790000087",2024,"790000012","CENTRE HOSPITALIER DE NIORT","04",1,355,"79","75",1,"79191",25000,"Soins de longue durée",71,26,14988,NA,NA,NA,NA,NA,NA,NA,NA
"5553","790000103",2024,"790006654","SITE HOSPITALIER DE PARTHENAY","04",1,355,"79","75",1,"79202",24000,"Soins de suite et réadaptation",30,236,9955,2,1086,NA,NA,NA,NA,NA,NA
"5554","790000103",2024,"790006654","SITE HOSPITALIER DE PARTHENAY","04",1,355,"79","75",1,"79202",25000,"Soins de longue durée",50,28,16101,NA,NA,NA,NA,NA,NA,NA,NA
"5555","790000111",2024,"790019491","CH HAUT VAL SEVRE & MELLOIS - ST MAIX.","04",1,355,"79","75",1,"79270",21100,"Médecine",20,395,5498,NA,0,NA,NA,NA,NA,NA,NA
"5556","790000111",2024,"790019491","CH HAUT VAL SEVRE & MELLOIS - ST MAIX.","04",1,355,"79","75",1,"79270",24000,"Soins de suite et réadaptation",49,200,7682,NA,0,NA,NA,NA,NA,NA,NA
"5557","790000111",2024,"790019491","CH HAUT VAL SEVRE & MELLOIS - ST MAIX.","04",1,355,"79","75",1,"79270",25000,"Soins de longue durée",35,15,7211,NA,NA,NA,NA,NA,NA,NA,NA
"5558","790000137",2024,"790019491","CH HAUT VAL SEVRE & MELLOIS - MELLE","04",1,355,"79","75",1,"79174",21100,"Médecine",12,249,4176,NA,0,NA,NA,NA,NA,NA,NA
"5559","790000137",2024,"790019491","CH HAUT VAL SEVRE & MELLOIS - MELLE","04",1,355,"79","75",1,"79174",24000,"Soins de suite et réadaptation",22,183,7265,NA,0,NA,NA,NA,NA,NA,NA
"5560","790000145",2024,"790000079","CTRE HOSPITALIER DE MAULEON","04",1,106,"79","75",1,"79079",24000,"Soins de suite et réadaptation",40,434,14045,0,0,NA,NA,NA,NA,NA,NA
"5561","790000145",2024,"790000079","CTRE HOSPITALIER DE MAULEON","04",1,106,"79","75",1,"79079",25000,"Soins de longue durée",30,24,11598,NA,NA,NA,NA,NA,NA,NA,NA
"5562","790000186",2024,"790000178","MRC PARSAY - BREUIL/CHIZE","09",2,109,"79","75",0,"79055",24000,"Soins de suite et réadaptation",74,413,14611,NA,0,NA,NA,NA,NA,NA,NA
"5563","790000269",2024,"870015336","SSR PEDIATRIQUE LES TERRASSES NIORT","09",3,109,"79","75",6,"79191",24000,"Soins de suite et réadaptation",30,312,4466,3,312,NA,NA,NA,NA,NA,NA
"5564","790000681",2024,"790002497","MELIORIS LE GRAND FEU","09",3,109,"79","75",6,"79191",24000,"Soins de suite et réadaptation",102,577,28328,25,7893,NA,NA,NA,NA,NA,NA
"5565","790003537",2024,"790006654","SITE HOSPITALIER DE THOUARS","04",1,355,"79","75",1,"79329",21100,"Médecine",6,231,1565,NA,0,NA,NA,NA,NA,NA,NA
"5566","790003537",2024,"790006654","SITE HOSPITALIER DE THOUARS","04",1,355,"79","75",1,"79329",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",37,389,13695,NA,NA,NA,NA,NA,NA,NA,NA
"5567","790003537",2024,"790006654","SITE HOSPITALIER DE THOUARS","04",1,355,"79","75",1,"79329",24000,"Soins de suite et réadaptation",24,310,7414,NA,0,NA,NA,NA,NA,NA,NA
"5568","790007306",2024,"860000348","AURA POITOU-CH - NIORT","07",3,146,"79","75",6,"79191",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,6488,NA,NA
"5569","790007694",2024,"790006654","PSY. ADULTES - HOP DE JOUR MALADRY","14",1,355,"79","75",1,"79049",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,64,9186,NA,NA,NA,NA,NA,NA
"5570","790008064",2024,"790002497","MELIORIS LE LOGIS DES FRANCS","09",3,109,"79","75",6,"79086",24000,"Soins de suite et réadaptation",78,719,23377,2,19,NA,NA,NA,NA,NA,NA
"5571","790009948",2024,"790001242","POLYCLINIQUE D'INKERMANN","09",2,365,"79","75",0,"79191",21100,"Médecine",47,3763,10784,4,1194,15242,NA,NA,NA,NA,261
"5572","790009948",2024,"790001242","POLYCLINIQUE D'INKERMANN","09",2,365,"79","75",0,"79191",21200,"Chirurgie",51,3423,9210,30,8268,NA,NA,NA,NA,NA,NA
"5573","790009948",2024,"790001242","POLYCLINIQUE D'INKERMANN","09",2,365,"79","75",0,"79191",21300,"Gynéco-Obstétrique",0,0,0,0,0,NA,0,10,NA,NA,NA
"5574","790009948",2024,"790001242","POLYCLINIQUE D'INKERMANN","09",2,365,"79","75",0,"79191",24000,"Soins de suite et réadaptation",6,4,80,60,5107,NA,NA,NA,NA,NA,NA
"5575","790012355",2024,"790000012","CEAA - CTRE EXPERTISE AUTISME ADULTES","14",1,355,"79","75",1,"79191",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",8,33,2436,31,806,NA,NA,NA,NA,NA,NA
"5576","790016794",2024,"860000348","AURA POITOU-CHARENTES - PARTHENAY","07",3,146,"79","75",6,"79202",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,4999,NA,NA
"5577","790017289",2024,"790017271","HAD NORD 79","09",3,127,"79","75",6,"79202",23000,"Hospitalisation à domicile",NA,NA,9874,45,267,NA,NA,NA,NA,NA,NA
"5578","790019848",2024,"790006654","SITE HOSPITALIER FAYE L'ABBESSE","04",1,355,"79","75",1,"79116",21100,"Médecine",114,8551,46387,9,1841,29720,NA,NA,NA,NA,1198
"5579","790019848",2024,"790006654","SITE HOSPITALIER FAYE L'ABBESSE","04",1,355,"79","75",1,"79116",21200,"Chirurgie",40,2444,10911,10,2098,NA,NA,NA,NA,NA,NA
"5580","790019848",2024,"790006654","SITE HOSPITALIER FAYE L'ABBESSE","04",1,355,"79","75",1,"79116",21300,"Gynéco-Obstétrique",16,762,3250,1,333,NA,624,143,NA,NA,NA
"5581","790019848",2024,"790006654","SITE HOSPITALIER FAYE L'ABBESSE","04",1,355,"79","75",1,"79116",24000,"Soins de suite et réadaptation",30,303,13333,NA,0,NA,NA,NA,NA,NA,NA
"5582","790020853",2024,"750068413","HOPITAL DE JOUR RAMSAY SANTE","15",2,292,"79","75",0,"79191",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,12,547,NA,NA,NA,NA,NA,NA
"5583","790020960",2024,"790000012","CH NIORT- HAD SUD DEUX SEVRES","04",1,355,"79","75",1,"79191",23000,"Hospitalisation à domicile",NA,NA,37685,100,1133,NA,NA,NA,NA,NA,NA
"5584","800000143",2024,"800000028","CH ABBEVILLE","04",1,355,"80","32",1,"80001",21100,"Médecine",241,12202,80540,29,3116,46218,NA,NA,NA,NA,4467
"5585","800000143",2024,"800000028","CH ABBEVILLE","04",1,355,"80","32",1,"80001",21200,"Chirurgie",44,3347,13376,13,2779,NA,NA,NA,NA,NA,NA
"5586","800000143",2024,"800000028","CH ABBEVILLE","04",1,355,"80","32",1,"80001",21300,"Gynéco-Obstétrique",25,1264,4471,1,56,NA,824,301,NA,NA,NA
"5587","800000143",2024,"800000028","CH ABBEVILLE","04",1,355,"80","32",1,"80001",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",60,1093,16547,27,3325,NA,NA,NA,NA,NA,NA
"5588","800000143",2024,"800000028","CH ABBEVILLE","04",1,355,"80","32",1,"80001",24000,"Soins de suite et réadaptation",NA,0,0,14,2714,NA,NA,NA,NA,NA,NA
"5589","800000150",2024,"800002982","SSR PCP ALBERT","09",2,109,"80","32",0,"80016",24000,"Soins de suite et réadaptation",29,189,7281,12,6590,NA,NA,NA,NA,NA,NA
"5590","800000184",2024,"800000036","CH ALBERT","04",1,355,"80","32",1,"80016",21100,"Médecine",20,676,4964,NA,0,NA,NA,NA,NA,NA,NA
"5591","800000184",2024,"800000036","CH ALBERT","04",1,355,"80","32",1,"80016",24000,"Soins de suite et réadaptation",30,267,6308,NA,0,NA,NA,NA,NA,NA,NA
"5592","800000200",2024,"800000051","CH CORBIE","04",1,355,"80","32",1,"80212",21100,"Médecine",18,582,6131,1,208,NA,NA,NA,NA,NA,NA
"5593","800000200",2024,"800000051","CH CORBIE","04",1,355,"80","32",1,"80212",24000,"Soins de suite et réadaptation",78,1152,18279,58,10440,NA,NA,NA,NA,NA,NA
"5594","800000200",2024,"800000051","CH CORBIE","04",1,355,"80","32",1,"80212",25000,"Soins de longue durée",30,36,10003,NA,NA,NA,NA,NA,NA,NA,NA
"5595","800000226",2024,"800000069","CH DOULLENS","04",1,355,"80","32",1,"80253",21100,"Médecine",48,2831,14889,10,1717,14853,NA,NA,NA,NA,885
"5596","800000226",2024,"800000069","CH DOULLENS","04",1,355,"80","32",1,"80253",21300,"Gynéco-Obstétrique",NA,0,0,NA,0,NA,0,34,NA,NA,NA
"5597","800000226",2024,"800000069","CH DOULLENS","04",1,355,"80","32",1,"80253",23000,"Hospitalisation à domicile",NA,NA,10007,35,276,NA,NA,NA,NA,NA,NA
"5598","800000226",2024,"800000069","CH DOULLENS","04",1,355,"80","32",1,"80253",24000,"Soins de suite et réadaptation",40,319,10394,NA,0,NA,NA,NA,NA,NA,NA
"5599","800000226",2024,"800000069","CH DOULLENS","04",1,355,"80","32",1,"80253",25000,"Soins de longue durée",35,20,10132,NA,NA,NA,NA,NA,NA,NA,NA
"5600","800000275",2024,"800000077","CH HAM","04",1,355,"80","32",1,"80410",21100,"Médecine",28,533,6123,5,437,NA,NA,NA,NA,NA,NA
"5601","800000275",2024,"800000077","CH HAM","04",1,355,"80","32",1,"80410",24000,"Soins de suite et réadaptation",32,345,8689,0,0,NA,NA,NA,NA,NA,NA
"5602","800000275",2024,"800000077","CH HAM","04",1,355,"80","32",1,"80410",25000,"Soins de longue durée",30,11,10387,NA,NA,NA,NA,NA,NA,NA,NA
"5603","800000390",2024,"800000085","CH CHIMR MONTDIDIER","04",1,355,"80","32",1,"80561",21100,"Médecine",35,2035,11933,2,45,16651,NA,NA,NA,NA,NA
"5604","800000390",2024,"800000085","CH CHIMR MONTDIDIER","04",1,355,"80","32",1,"80561",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",NA,NA,NA,15,1970,NA,NA,NA,NA,NA,NA
"5605","800000390",2024,"800000085","CH CHIMR MONTDIDIER","04",1,355,"80","32",1,"80561",24000,"Soins de suite et réadaptation",40,341,11346,NA,0,NA,NA,NA,NA,NA,NA
"5606","800000390",2024,"800000085","CH CHIMR MONTDIDIER","04",1,355,"80","32",1,"80561",25000,"Soins de longue durée",65,40,18798,NA,NA,NA,NA,NA,NA,NA,NA
"5607","800000432",2024,"800000093","CH PÉRONNE","04",1,355,"80","32",1,"80620",21100,"Médecine",33,2764,13723,5,479,17137,NA,NA,NA,NA,225
"5608","800000432",2024,"800000093","CH PÉRONNE","04",1,355,"80","32",1,"80620",21200,"Chirurgie",15,559,3160,5,947,NA,NA,NA,NA,NA,NA
"5609","800000432",2024,"800000093","CH PÉRONNE","04",1,355,"80","32",1,"80620",21300,"Gynéco-Obstétrique",0,0,0,0,105,NA,0,105,NA,NA,NA
"5610","800000432",2024,"800000093","CH PÉRONNE","04",1,355,"80","32",1,"80620",25000,"Soins de longue durée",30,12,7704,NA,NA,NA,NA,NA,NA,NA,NA
"5611","800000440",2024,"800000085","CH CHIMR ROYE","04",1,355,"80","32",1,"80685",21100,"Médecine",10,227,2728,NA,0,NA,NA,NA,NA,NA,NA
"5612","800000440",2024,"800000085","CH CHIMR ROYE","04",1,355,"80","32",1,"80685",24000,"Soins de suite et réadaptation",20,145,5681,NA,0,NA,NA,NA,NA,NA,NA
"5613","800000457",2024,"800000119","ET PUBLIC DE SANTÉ MENTALE DE LA SOMME","14",1,292,"80","32",1,"80021",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",199,2550,66147,102,11176,NA,NA,NA,NA,NA,NA
"5614","800000507",2024,"800000135","CH CHIBS SAINT-VALERY-SUR-SOMME","04",1,355,"80","32",1,"80721",21100,"Médecine",24,366,6571,NA,0,NA,NA,NA,NA,NA,NA
"5615","800000507",2024,"800000135","CH CHIBS SAINT-VALERY-SUR-SOMME","04",1,355,"80","32",1,"80721",24000,"Soins de suite et réadaptation",57,387,18135,NA,0,NA,NA,NA,NA,NA,NA
"5616","800000507",2024,"800000135","CH CHIBS SAINT-VALERY-SUR-SOMME","04",1,355,"80","32",1,"80721",25000,"Soins de longue durée",98,76,33116,NA,NA,NA,NA,NA,NA,NA,NA
"5617","800000523",2024,"800000853","HAD ASS BOVES","09",3,127,"80","32",6,"80131",23000,"Hospitalisation à domicile",NA,NA,90599,280,1506,NA,NA,NA,NA,NA,NA
"5618","800000614",2024,"800000044","CHU AMIENS SAINT VICTOR","04",1,101,"80","32",1,"80021",21100,"Médecine",17,248,5260,3,294,NA,NA,NA,NA,NA,NA
"5619","800000614",2024,"800000044","CHU AMIENS SAINT VICTOR","04",1,101,"80","32",1,"80021",24000,"Soins de suite et réadaptation",10,71,3586,NA,0,NA,NA,NA,NA,NA,NA
