"","fi","an","fi_ej","rs","grp","stjr","cat","dep","reg","espic","COMINSEE","DISCI","DISCIPLINE","LIT","SEJHC","JOU","PLA","SEJHP","PAS","SEJACC","IVG","SEHEM","SERAD","SECHI"
"966","170000129",2024,"170780191","CENTRE HOSPITALIER ROYAN-ATLANTIQUE","04",1,355,"17","75",1,"17306",24000,"Soins de suite et réadaptation",60,634,21487,NA,NA,NA,NA,NA,NA,NA,NA
"967","170000137",2024,"170780209","CH DUBOIS MEYNARDIE - MARENNES","04",1,106,"17","75",1,"17219",24000,"Soins de suite et réadaptation",22,205,6917,NA,0,NA,NA,NA,NA,NA,NA
"968","170000152",2024,"170780225","CENTRE HOSPITALIER ROCHEFORT","04",1,355,"17","75",1,"17299",21100,"Médecine",176,8481,53441,25,2186,35032,NA,NA,NA,NA,3597
"969","170000152",2024,"170780225","CENTRE HOSPITALIER ROCHEFORT","04",1,355,"17","75",1,"17299",21200,"Chirurgie",40,3125,11216,11,5251,NA,NA,NA,NA,NA,NA
"970","170000152",2024,"170780225","CENTRE HOSPITALIER ROCHEFORT","04",1,355,"17","75",1,"17299",21300,"Gynéco-Obstétrique",23,1585,5661,0,0,NA,1013,349,NA,NA,NA
"971","170000152",2024,"170780225","CENTRE HOSPITALIER ROCHEFORT","04",1,355,"17","75",1,"17299",24000,"Soins de suite et réadaptation",60,529,21529,NA,0,NA,NA,NA,NA,NA,NA
"972","170000152",2024,"170780225","CENTRE HOSPITALIER ROCHEFORT","04",1,355,"17","75",1,"17299",25000,"Soins de longue durée",50,22,16462,NA,NA,NA,NA,NA,NA,NA,NA
"973","170000178",2024,"170780266","CENTRE HOSPITALIER BOSCAMNANT","04",1,355,"17","75",1,"17055",21100,"Médecine",10,304,3340,1,23,NA,NA,NA,NA,NA,NA
"974","170000178",2024,"170780266","CENTRE HOSPITALIER BOSCAMNANT","04",1,355,"17","75",1,"17055",24000,"Soins de suite et réadaptation",70,666,20196,NA,0,NA,NA,NA,NA,NA,NA
"975","170020994",2024,"170780175","CATTP - HOPITAL JOUR PSY ADULT - S5","14",1,355,"17","75",1,"17415",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",32,338,9176,55,7966,NA,NA,NA,NA,NA,NA
"976","170022065",2024,"170022057","GCS URGENCES PAYS ROYANNAIS - ROYAN","04",1,697,"17","75",1,"17461",21100,"Médecine",NA,NA,NA,NA,NA,18298,NA,NA,NA,NA,NA
"977","170022818",2024,"170022057","GCS URGENCES PAYS ROYANNAIS -STGEORGES","04",1,697,"17","75",1,"17333",21100,"Médecine",NA,NA,NA,NA,NA,4450,NA,NA,NA,NA,NA
"978","170022826",2024,"170022057","GCS URGENCES PAYS ROYANNAIS - PASTEUR","04",1,697,"17","75",1,"17306",21100,"Médecine",NA,NA,NA,NA,NA,10749,NA,NA,NA,NA,NA
"979","170026033",2024,"170000988","ADA 17 : UNITE DE JONZAC","07",3,146,"17","75",6,"17197",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,1391,NA,NA
"980","170780043",2024,"750721334","CENTRE RICHELIEU - SSR SPECIALISES","09",3,109,"17","75",6,"17300",24000,"Soins de suite et réadaptation",93,713,27802,32,10438,NA,NA,NA,NA,NA,NA
"981","170780068",2024,"310025010","CLINIQUE SUR MOREAU","09",2,109,"17","75",0,"17415",24000,"Soins de suite et réadaptation",68,683,23103,14,5843,NA,NA,NA,NA,NA,NA
"982","170780100",2024,"310021357","CLINIQUE D'ANGOULINS SUR MER","09",2,109,"17","75",0,"17010",24000,"Soins de suite et réadaptation",68,652,23267,10,3922,NA,NA,NA,NA,NA,NA
"983","170780282",2024,"170000186","CLINIQUE HIPPOCRATE - SAUJON","15",2,161,"17","75",0,"17421",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",65,496,20120,NA,NA,NA,NA,NA,NA,NA,NA
"984","170780290",2024,"170000194","VILLA DU PARC - SAUJON","15",2,161,"17","75",0,"17421",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",90,819,29804,NA,NA,NA,NA,NA,NA,NA,NA
"985","170780563",2024,"170000251","ETAB. DE SOINS PASTEUR - ROYAN","09",2,365,"17","75",0,"17306",21100,"Médecine",8,929,2460,NA,0,NA,NA,NA,NA,NA,329
"986","170780563",2024,"170000251","ETAB. DE SOINS PASTEUR - ROYAN","09",2,365,"17","75",0,"17306",21200,"Chirurgie",79,3311,10410,36,9355,NA,NA,NA,NA,NA,NA
"987","170780621",2024,"170000285","POLYCLINIQUE SAINT GEORGES","09",2,365,"17","75",0,"17333",21200,"Chirurgie",33,1143,3753,21,3218,NA,NA,NA,NA,NA,NA
"988","170780621",2024,"170000285","POLYCLINIQUE SAINT GEORGES","09",2,365,"17","75",0,"17333",21300,"Gynéco-Obstétrique",NA,0,0,NA,0,NA,0,14,NA,NA,NA
"989","170780621",2024,"170000285","POLYCLINIQUE SAINT GEORGES","09",2,365,"17","75",0,"17333",24000,"Soins de suite et réadaptation",55,641,19999,15,4123,NA,NA,NA,NA,NA,NA
"990","170780647",2024,"170000301","CLINIQUE RICHELIEU - SAINTES","09",2,365,"17","75",0,"17415",21200,"Chirurgie",17,1040,1992,31,7663,NA,NA,NA,NA,NA,NA
"991","170780662",2024,"170024053","CLINIQUE DE L'ATLANTIQUE","09",2,365,"17","75",0,"17291",21100,"Médecine",6,356,1555,9,6092,NA,NA,NA,NA,NA,112
"992","170780662",2024,"170024053","CLINIQUE DE L'ATLANTIQUE","09",2,365,"17","75",0,"17291",21200,"Chirurgie",58,6356,14075,70,24210,NA,NA,NA,NA,NA,NA
"993","170780662",2024,"170024053","CLINIQUE DE L'ATLANTIQUE","09",2,365,"17","75",0,"17291",21300,"Gynéco-Obstétrique",NA,0,0,2,499,NA,0,1,NA,NA,NA
"994","170780662",2024,"170024053","CLINIQUE DE L'ATLANTIQUE","09",2,365,"17","75",0,"17291",24000,"Soins de suite et réadaptation",NA,0,0,30,12295,NA,NA,NA,NA,NA,NA
"995","170780803",2024,"170017321","CENTRE DE READAPTATION D'OLERON","09",3,109,"17","75",6,"17411",24000,"Soins de suite et réadaptation",40,295,7276,4,325,NA,NA,NA,NA,NA,NA
"996","170781199",2024,"170000400","CENTRE ALCOOLOGIQUE ALPHA - ROYAN","09",2,109,"17","75",0,"17306",24000,"Soins de suite et réadaptation",52,495,16570,NA,0,NA,NA,NA,NA,NA,NA
"997","170782981",2024,"170024194","HOPITAL MARIUS LACROIX","14",1,355,"17","75",1,"17300",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",224,2217,76713,158,18349,NA,NA,NA,NA,NA,NA
"998","170783138",2024,"170000723","CENTRE D'ONCOLOGIE ET RADIOTHERAPIE","18",2,698,"17","75",0,"17300",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,NA,35563,NA
"999","170783146",2024,"170780050","SERVICES PSYCHIATRIQUES JONZAC","14",1,355,"17","75",1,"17197",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",38,864,7292,57,2590,NA,NA,NA,NA,NA,NA
"1000","170784086",2024,"330785072","ETABLISSEMENT THERAPEUTIQUE ADO","15",3,161,"17","75",6,"17283",22000,"Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998)",15,83,3539,15,665,NA,NA,NA,NA,NA,NA
"1001","170784110",2024,"170024194","SSR CH LA ROCHELLE","04",1,355,"17","75",1,"17300",24000,"Soins de suite et réadaptation",60,477,19370,5,2137,NA,NA,NA,NA,NA,NA
"1002","170784110",2024,"170024194","SSR CH LA ROCHELLE","04",1,355,"17","75",1,"17300",25000,"Soins de longue durée",92,23,33257,NA,NA,NA,NA,NA,NA,NA,NA
"1003","170785059",2024,"170000988","ADA 17 - LA ROCHELLE","07",3,146,"17","75",6,"17300",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,11628,NA,NA
"1004","170792212",2024,"170000988","ADA 17 : UNITE DE SAINTES","07",3,146,"17","75",6,"17415",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,6869,NA,NA
"1005","170792220",2024,"170780175","CH SAINTONGE - SSR","04",1,355,"17","75",1,"17415",24000,"Soins de suite et réadaptation",NA,0,0,21,4110,NA,NA,NA,NA,NA,NA
"1006","170792220",2024,"170780175","CH SAINTONGE - SSR","04",1,355,"17","75",1,"17415",25000,"Soins de longue durée",45,22,14357,NA,NA,NA,NA,NA,NA,NA,NA
"1007","170794929",2024,"170000988","ADA 17 - UNITE DE VAUX/MER","07",3,146,"17","75",6,"17461",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,5316,NA,NA
"1008","170795165",2024,"170000988","ADA 17 : UNITE DE ST JEAN D'ANGELY","07",3,146,"17","75",6,"17347",21100,"Médecine",NA,NA,NA,NA,NA,NA,NA,NA,2427,NA,NA
